tcc_track_id,basin,year,issue_time_utc,current_lat,current_lon,linked_ibtracs_sid,first_34kt_time_utc,label_24h,label_48h,input_times_utc,split
103,UNKNOWN,1982,1982-02-04T09:00:00Z,-2.4,-29.7,,,0,,1982-02-03T09:00:00Z|1982-02-03T12:00:00Z|1982-02-03T15:00:00Z|1982-02-03T18:00:00Z|1982-02-03T21:00:00Z|1982-02-04T00:00:00Z|1982-02-04T03:00:00Z|1982-02-04T06:00:00Z|1982-02-04T09:00:00Z,train
103,UNKNOWN,1982,1982-02-04T12:00:00Z,-2.7,-30.2,,,0,,1982-02-03T12:00:00Z|1982-02-03T15:00:00Z|1982-02-03T18:00:00Z|1982-02-03T21:00:00Z|1982-02-04T00:00:00Z|1982-02-04T03:00:00Z|1982-02-04T06:00:00Z|1982-02-04T09:00:00Z|1982-02-04T12:00:00Z,train
116,UNKNOWN,1982,1982-02-07T06:00:00Z,-0.9,-31.2,,,0,0.0,1982-02-06T06:00:00Z|1982-02-06T09:00:00Z|1982-02-06T12:00:00Z|1982-02-06T15:00:00Z|1982-02-06T18:00:00Z|1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z,train
116,UNKNOWN,1982,1982-02-07T09:00:00Z,-0.6,-32.2,,,0,,1982-02-06T09:00:00Z|1982-02-06T12:00:00Z|1982-02-06T15:00:00Z|1982-02-06T18:00:00Z|1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z,train
116,UNKNOWN,1982,1982-02-07T12:00:00Z,-3.2,-32.0,,,0,,1982-02-06T12:00:00Z|1982-02-06T15:00:00Z|1982-02-06T18:00:00Z|1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z,train
116,UNKNOWN,1982,1982-02-07T15:00:00Z,-3.8,-32.5,,,0,,1982-02-06T15:00:00Z|1982-02-06T18:00:00Z|1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z,train
116,UNKNOWN,1982,1982-02-07T18:00:00Z,-4.3,-33.0,,,0,,1982-02-06T18:00:00Z|1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z|1982-02-07T18:00:00Z,train
116,UNKNOWN,1982,1982-02-07T21:00:00Z,-4.9,-33.5,,,0,,1982-02-06T21:00:00Z|1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z|1982-02-07T18:00:00Z|1982-02-07T21:00:00Z,train
116,UNKNOWN,1982,1982-02-08T00:00:00Z,-5.4,-34.0,,,0,,1982-02-07T00:00:00Z|1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z|1982-02-07T18:00:00Z|1982-02-07T21:00:00Z|1982-02-08T00:00:00Z,train
116,UNKNOWN,1982,1982-02-08T03:00:00Z,-1.8,-33.7,,,0,,1982-02-07T03:00:00Z|1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z|1982-02-07T18:00:00Z|1982-02-07T21:00:00Z|1982-02-08T00:00:00Z|1982-02-08T03:00:00Z,train
116,UNKNOWN,1982,1982-02-08T06:00:00Z,-3.9,-35.9,,,0,,1982-02-07T06:00:00Z|1982-02-07T09:00:00Z|1982-02-07T12:00:00Z|1982-02-07T15:00:00Z|1982-02-07T18:00:00Z|1982-02-07T21:00:00Z|1982-02-08T00:00:00Z|1982-02-08T03:00:00Z|1982-02-08T06:00:00Z,train
128,UNKNOWN,1982,1982-02-08T15:00:00Z,16.2,-22.8,,,0,,1982-02-07T15:00:00Z|1982-02-07T18:00:00Z|1982-02-07T21:00:00Z|1982-02-08T00:00:00Z|1982-02-08T03:00:00Z|1982-02-08T06:00:00Z|1982-02-08T09:00:00Z|1982-02-08T12:00:00Z|1982-02-08T15:00:00Z,train
131,UNKNOWN,1982,1982-02-09T09:00:00Z,-25.9,-140.7,,,0,,1982-02-08T09:00:00Z|1982-02-08T12:00:00Z|1982-02-08T15:00:00Z|1982-02-08T18:00:00Z|1982-02-08T21:00:00Z|1982-02-09T00:00:00Z|1982-02-09T03:00:00Z|1982-02-09T06:00:00Z|1982-02-09T09:00:00Z,train
131,UNKNOWN,1982,1982-02-09T12:00:00Z,-26.0,-140.5,,,0,,1982-02-08T12:00:00Z|1982-02-08T15:00:00Z|1982-02-08T18:00:00Z|1982-02-08T21:00:00Z|1982-02-09T00:00:00Z|1982-02-09T03:00:00Z|1982-02-09T06:00:00Z|1982-02-09T09:00:00Z|1982-02-09T12:00:00Z,train
